"IRMAReferenceNumber","SciName"
"582990","Buteo swainsoni"
"582990","Amphispiza bilineata"
"582990","Mimus polyglottos"
"582990","Melanerpes formicivorus"
"582990","Recurvirostra americana"
"582990","Botaurus lentiginosus"
"582990","Fulica americana"
"582990","Corvus brachyrhynchos"
"582990","Cinclus mexicanus"
"582990","Spinus tristis"
"582990","Falco sparverius"
"582990","Anthus rubescens"
"582990","Setophaga ruticilla"
"582990","Turdus migratorius"
"582990","Spizella arborea"
"582990","Pelecanus erythrorhynchos"
"582990","Anas americana"
"582990","Scolopax minor"
"582990","Anhinga Anhinga"
"582990","Anhinga anhinga"
"582990","Calypte anna"
"582990","Falco femoralis"
"582990","Myiarchus cinerascens"
"582990","Ridgwayia pinicola"
"582990","Calidris bairdii"
"582990","Ammodramus bairdii"
"582990","Haliaeetus leucocephalus"
"582990","Icterus galbula"
"582990","Patagioenas fasciata"
"582990","Riparia riparia"
"582990","Tyto alba"
"582990","Hirundo rustica"
"582990","Dendroica castanea"
"582990","Vireo bellii"
"582990","Megaceryle alcyon"
"582990","Amazilia beryllina"
"582990","Thryomanes bewickii"
"582990","Sayornis nigricans"
"582990","Chlidonias niger"
"582990","Coragyps atratus"
"582990","Mniotilta varia"
"582990","Pluvialis squatarola"
"582990","Dendrocygna autumnalis"
"582990","Coccyzus erythropthalmus"
"582990","Pica hudsonia"
"582990","Dendroica fusca"
"582990","Vireo atricapilla"
"582990","Archilochus alexandri"
"582990","Spizella atrogularis"
"582990","Baeolophus atricristatus"
"582990","Nycticorax nycticorax"
"582990","Pheucticus melanocephalus"
"582990","Rissa tridactyla"
"582990","Himantopus mexicanus"
"582990","Dendroica striata"
"582990","Polioptila melanura"
"582990","Dendroica caerulescens"
"582990","Dendroica nigrescens"
"582990","Dendroica virens"
"582990","Icterus wagleri"
"582990","Passerina caerulea"
"582990","Cyanocitta cristata"
"582990","Polioptila caerulea"
"582990","Vireo solitarius"
"582990","Lampornis clemenciae"
"582990","Anas discors"
"582990","Vermivora cyanoptera"
"582990","Dolichonyx oryzivorus"
"582990","Chroicocephalus philadelphia"
"582990","Euphagus cyanocephalus"
"582990","Spizella breweri"
"582990","Cynanthus latirostris"
"582990","Selasphorus platycercus"
"582990","Buteo platypterus"
"582990","Molothrus aeneus"
"582990","Certhia americana"
"582990","Pelecanus occidentalis"
"582990","Toxostoma rufum"
"582990","Myiarchus tyrannulus"
"582990","Molothrus ater"
"582990","Bucephala albeola"
"582990","Icterus bullockii"
"582990","Athene cunicularia"
"582990","Psaltriparus minimus"
"582990","Campylorhynchus brunneicapillus"
"582990","Stellula calliope"
"582990","Branta canadensis"
"582990","Wilsonia canadensis"
"582990","Aythya valisineria"
"582990","Melozone fusca"
"582990","Catherpes mexicanus"
"582990","Dendroica tigrina"
"582990","Thryothorus ludovicianus"
"582990","Hydroprogne caspia"
"582990","Carpodacus cassinii"
"582990","Tyrannus vociferans"
"582990","Peucaea cassinii"
"582990","Vireo cassinii"
"582990","Bubulcus ibis"
"582990","Petrochelidon fulva"
"582990","Bombycilla cedrorum"
"582990","Dendroica cerulea"
"582990","Calcarius ornatus"
"582990","Dendroica pensylvanica"
"582990","Corvus cryptoleucus"
"582990","Chaetura pelagica"
"582990","Spizella passerina"
"582990","Anas cyanoptera"
"582990","Aechmophorus clarkii"
"582990","Nucifraga columbiana"
"582990","Spizella pallida"
"582990","Turdus grayi"
"582990","Petrochelidon pyrrhonota"
"582990","Oreothlypis crissalis"
"582990","Buteogallus anthracinus"
"582990","Gallinula galeata"
"582990","Bucephala clangula"
"582990","Quiscalus quiscula"
"582990","Columbina passerina"
"582990","Gavia immer"
"582990","Mergus merganser"
"582990","Chordeiles minor"
"582990","Phalaenoptilus nuttallii"
"582990","Corvus corax"
"582990","Geothlypis trichas"
"582990","Oporornis agilis"
"582990","Accipiter cooperii"
"582990","Empidonax occidentalis"
"582990","Calypte costae"
"582990","Tyrannus couchii"
"582990","Oreothlypis superciliosa"
"582990","Caracara cheriway"
"582990","Toxostoma crissale"
"582990","Toxostoma curvirostre"
"582990","Junco hyemalis"
"582990","Spiza americana"
"582990","Phalacrocorax auritus"
"582990","Picoides pubescens"
"582990","Calidris alpina"
"582990","Empidonax oberholseri"
"582990","Myiarchus tuberculifer"
"582990","Podiceps nigricollis"
"582990","Sialia sialis"
"582990","Tyrannus tyrannus"
"582990","Sturnella magna"
"582990","Sayornis phoebe"
"582990","Megascops asio"
"582990","Pipilo erythrophthalmus"
"582990","Contopus virens"
"582990","Trogon elegans"
"582990","Micrathene whitneyi"
"582990","Streptopelia decaocto"
"582990","Anas penelope"
"582990","Sturnus vulgaris"
"582990","Coccothraustes vespertinus"
"582990","Euthlypis lachrymosa"
"582990","Buteo regalis"
"582990","Glaucidium brasilianum"
"582990","Spizella pusilla"
"582990","Piranga bidentata"
"582990","Otus flammeolus"
"582990","Sterna forsteri"
"582990","Passerella iliaca"
"582990","Leucophaeus pipixcan"
"582990","Anas strepera"
"582990","Callipepla gambelii"
"582990","Aquila chrysaetos"
