"IRMAReferenceNumber","SciName"
"581683","Pinus flexilis"
"581683","Cronartium ribicola"
"581683","Pinus aristata"
"581683","Pinus albicaulis"
"581683","Nucifraga columbiana"
"581683","Ursus arctos"
"581683","Pinus edulis"
"581683","Pseudotsuga menziesii"
"581683","Picea engelmannii"
"581683","Pinus ponderosa"
"581683","Populus tremuloides"
"581683","Juniperus scopulorum"
"581683","Abies lasiocarpa"
"581683","Pinus contorta"
"581683","Abies concolor"
