"IRMAReferenceNumber","SciName"
"582971","Setophaga coronata"
"582971","Northern Harrier"
"582971","Empidonax virescens"
"582971","Melanerpes formicivorus"
"582971","Recurvirostra americana"
"582971","Botaurus lentiginosus"
"582971","Fulica americana"
"582971","Corvus brachyrhynchos"
"582971","Spinus tristis"
"582971","Falco sparverius"
"582971","Anthus rubescens"
"582971","Setophaga ruticilla"
"582971","Turdus migratorius"
"582971","Spizelloides arborea"
"582971","Pelecanus erythrorhynchos"
"582971","Anas americana"
"582971","Myiarchus cinerascens"
"582971","Calidris bairdii"
"582971","Ammodramus bairdii"
"582971","Haliaeetus leucocephalus"
"582971","Icterus galbula"
"582971","Patagioenas fasciata"
"582971","Riparia riparia"
"582971","Tyto alba"
"582971","Hirundo rustica"
"582971","Strix varia"
"582971","Vireo bellii"
"582971","Megaceryle alcyon"
"582971","Thryomanes bewickii"
"582971","Sayornis nigricans"
"582971","Laterallus jamaicensis"
"582971","Chlidonias niger"
"582971","Coragyps atratus"
"582971","Mniotilta varia"
"582971","Dendrocygna autumnalis"
"582971","Coccyzus erythropthalmus"
"582971","Pica hudsonia"
"582971","Setophaga fusca"
"582971","Poecile atricapillus"
"582971","Archilochus alexandri"
"582971","Baeolophus atricristatus"
"582971","Nycticorax nycticorax"
"582971","Pheucticus melanocephalus"
"582971","Himantopus mexicanus"
"582971","Setophaga striata"
"582971","Setophaga nigrescens"
"582971","Setophaga virens"
"582971","Amphispiza bilineata"
"582971","Passerina caerulea"
"582971","Cyanocitta cristata"
"582971","Polioptila caerulea"
"582971","Vireo solitarius"
"582971","Lampornis clemenciae"
"582971","Anas discors"
"582971","Vermivora cyanoptera"
"582971","Quiscalus major"
"582971","Dolichonyx oryzivorus"
"582971","Chroicocephalus philadelphia"
"582971","Euphagus cyanocephalus"
"582971","Spizella breweri"
"582971","Selasphorus platycercus"
"582971","Buteo platypterus"
"582971","Molothrus aeneus"
"582971","Certhia americana"
"582971","Toxostoma rufum"
"582971","Molothrus ater"
"582971","Bucephala albeola"
"582971","Icterus bullockii"
"582971","Athene cunicularia"
"582971","Psaltriparus minimus"
"582971","Campylorhynchus brunneicapillus"
"582971","Selasphorus calliope"
"582971","Branta canadensis"
"582971","Aythya valisineria"
"582971","Melozone fusca"
